lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-073S0311	522.0	424.0	1726.0	1366.0	332.0	2327.0	2877.0	2048.0	945.0	3564.0	2102.0	2732.0	1609.0	1639.0	568.0	1122.0	1253.0	512.0	1022.0	1498.0	3280.0	830.0	4272.0	3270.0	509.0	3633.0	4967.0	4674.0	3054.0	3096.0	196.0	340.0	413.0	1938.0	64653.2	779850.0	1353785.343773
sub-073S4382	874.0	481.0	1856.0	1094.0	270.0	2443.0	3457.0	2815.0	785.0	3717.0	2221.0	2259.0	1528.0	2481.0	556.0	990.0	1206.0	602.0	1121.0	1100.0	3356.0	934.0	3902.0	2610.0	429.0	4245.0	5483.0	3862.0	3034.0	3224.0	217.0	399.0	319.0	1923.0	65786.2	855838.0	1240396.964162
sub-073S4552	797.0	758.0	2074.0	1650.0	317.0	3084.0	3738.0	3194.0	932.0	4370.0	2705.0	3305.0	1918.0	3144.0	590.0	1350.0	1342.0	702.0	1084.0	1658.0	4675.0	1223.0	4948.0	3781.0	923.0	6032.0	6476.0	5651.0	4411.0	5912.0	256.0	476.0	414.0	2803.0	86687.1	1124721.0	1686013.078852
sub-073S4739	820.0	560.0	1835.0	1192.0	439.0	2876.0	3376.0	2707.0	1053.0	4860.0	2970.0	2994.0	1984.0	2644.0	657.0	1431.0	1673.0	743.0	1581.0	1182.0	3854.0	1091.0	4265.0	3890.0	751.0	5259.0	7936.0	5920.0	4074.0	4515.0	277.0	434.0	529.0	3064.0	83431.1	1061739.0	1595360.439445
sub-094S4234	872.0	472.0	1944.0	1368.0	539.0	2642.0	4415.0	3552.0	1223.0	5482.0	2522.0	2694.0	2194.0	3374.0	683.0	1105.0	1457.0	701.0	1306.0	1449.0	4093.0	926.0	4327.0	3440.0	625.0	5199.0	6518.0	4820.0	3738.0	3622.0	263.0	465.0	372.0	2907.0	81306.2	1016493.0	1480659.842449
sub-094S4460	959.0	610.0	1606.0	727.0	546.0	2983.0	3750.0	3096.0	1341.0	2988.0	2695.0	1463.0	2128.0	2918.0	567.0	1233.0	1737.0	710.0	1331.0	682.0	2976.0	1358.0	4254.0	4227.0	871.0	4042.0	6249.0	4503.0	4765.0	2558.0	183.0	403.0	723.0	2569.0	73742.7	957220.0	1251929.392674
sub-094S4503	800.0	516.0	1860.0	1181.0	429.0	3258.0	3722.0	3433.0	1112.0	4782.0	2099.0	2877.0	1625.0	2906.0	675.0	1174.0	1536.0	538.0	1118.0	1223.0	3329.0	964.0	3993.0	3350.0	664.0	4705.0	6561.0	4317.0	3469.0	3641.0	286.0	401.0	381.0	2099.0	75022.0	983969.0	1511371.479389
sub-094S4560	725.0	482.0	1992.0	917.0	420.0	2956.0	3317.0	2454.0	777.0	4460.0	2348.0	2837.0	1519.0	2397.0	578.0	1128.0	1171.0	572.0	951.0	856.0	3428.0	923.0	4022.0	2867.0	678.0	4505.0	6183.0	4855.0	3500.0	3493.0	237.0	393.0	314.0	1993.0	70240.8	900796.0	1299119.648656
sub-098S4003	910.0	583.0	1875.0	1098.0	413.0	2573.0	3362.0	2905.0	809.0	3763.0	2258.0	2486.0	1691.0	3009.0	567.0	1042.0	1540.0	555.0	1081.0	1194.0	3700.0	1027.0	4291.0	2812.0	830.0	5400.0	6083.0	4414.0	3251.0	3093.0	249.0	444.0	337.0	2021.0	71659.9	938372.0	1412115.771445
sub-098S4018	785.0	572.0	1818.0	1297.0	535.0	2909.0	3673.0	3150.0	1187.0	4574.0	2756.0	3468.0	2043.0	2695.0	707.0	1279.0	1627.0	649.0	1551.0	1803.0	3998.0	949.0	4682.0	3874.0	830.0	5467.0	6471.0	5421.0	4135.0	4449.0	262.0	488.0	484.0	2126.0	82703.1	999956.0	1520072.022625
sub-098S4506	847.0	439.0	1900.0	1520.0	469.0	3320.0	4347.0	2646.0	941.0	5400.0	2548.0	3064.0	1594.0	2740.0	589.0	1248.0	1288.0	787.0	1295.0	1131.0	3799.0	980.0	4748.0	3193.0	674.0	4797.0	6309.0	4092.0	3340.0	4305.0	208.0	510.0	329.0	2829.0	78223.4	996595.0	1487482.213176
sub-099S4076	856.0	415.0	1838.0	1184.0	490.0	3126.0	3622.0	2916.0	872.0	4300.0	2421.0	2177.0	1827.0	2638.0	605.0	1151.0	1220.0	541.0	1169.0	1044.0	3329.0	994.0	3917.0	3082.0	754.0	4551.0	6231.0	4766.0	3672.0	3261.0	236.0	433.0	375.0	2227.0	72225.6	960431.0	1458660.399777
sub-099S4086	616.0	374.0	1694.0	910.0	461.0	2440.0	2949.0	2056.0	547.0	3860.0	1950.0	2325.0	1498.0	1859.0	654.0	910.0	1462.0	465.0	1103.0	877.0	3255.0	598.0	3722.0	2381.0	497.0	4072.0	4867.0	3453.0	2746.0	2966.0	217.0	472.0	286.0	2454.0	60984.5	739117.0	1276256.281275
sub-123S0298	911.0	465.0	2008.0	1485.0	380.0	2619.0	4622.0	3119.0	1131.0	4586.0	2592.0	2810.0	1621.0	3205.0	518.0	1448.0	1682.0	682.0	1307.0	1311.0	4099.0	1082.0	4298.0	3682.0	944.0	4813.0	6710.0	5016.0	3571.0	3528.0	234.0	370.0	352.0	2154.0	79352.9	1011628.0	1471212.513437
sub-123S4362	1018.0	616.0	2397.0	1377.0	366.0	3000.0	4364.0	3201.0	849.0	4651.0	2977.0	2714.0	1977.0	3227.0	630.0	1258.0	1538.0	715.0	1411.0	1483.0	3887.0	1083.0	4431.0	3131.0	873.0	5363.0	7186.0	4359.0	3977.0	3899.0	243.0	395.0	454.0	2386.0	81420.2	1008700.0	1381582.346649
sub-126S0605	910.0	654.0	2635.0	1315.0	544.0	3286.0	4555.0	3934.0	1122.0	5298.0	2855.0	2825.0	2265.0	3176.0	571.0	1315.0	1849.0	737.0	1371.0	1285.0	4501.0	1222.0	5448.0	3225.0	741.0	6173.0	7342.0	4913.0	4241.0	4012.0	255.0	604.0	465.0	2819.0	88455.8	1122573.0	1772423.167376
sub-127S0259	998.0	447.0	1725.0	1021.0	341.0	2884.0	3825.0	3032.0	784.0	3780.0	2089.0	2354.0	1519.0	2836.0	652.0	1220.0	1397.0	596.0	1203.0	964.0	3631.0	815.0	4393.0	3004.0	565.0	3624.0	6116.0	4192.0	3540.0	3384.0	302.0	448.0	369.0	2130.0	70171.1	866432.0	1372588.868711
sub-127S4604	1200.0	788.0	2354.0	1570.0	534.0	3036.0	4500.0	3629.0	1077.0	5488.0	2796.0	2689.0	2169.0	3383.0	609.0	1372.0	1420.0	784.0	1450.0	1547.0	4356.0	1242.0	5521.0	3787.0	892.0	6908.0	7722.0	5629.0	4635.0	4337.0	264.0	596.0	449.0	2574.0	91302.4	1207184.0	1811092.169726
sub-127S4645	838.0	555.0	1957.0	1157.0	393.0	2669.0	4054.0	3038.0	943.0	4946.0	2637.0	2495.0	1705.0	2937.0	579.0	1116.0	1364.0	715.0	1185.0	1067.0	4399.0	1071.0	4820.0	3456.0	575.0	5225.0	7317.0	5050.0	3543.0	3960.0	236.0	387.0	466.0	2312.0	79159.7	1029591.0	1493284.888821
sub-127S4843	1016.0	575.0	1788.0	1378.0	439.0	3015.0	4449.0	2921.0	980.0	4182.0	2718.0	2649.0	2124.0	3242.0	708.0	1339.0	1913.0	691.0	1584.0	1207.0	4483.0	1138.0	5236.0	3419.0	762.0	6791.0	10056.0	4640.0	4167.0	3972.0	316.0	513.0	494.0	3039.0	87936.1	1071255.0	1577433.084299
sub-128S0229	932.0	608.0	2017.0	1126.0	421.0	2720.0	3328.0	2853.0	857.0	4062.0	2345.0	2607.0	1757.0	2634.0	603.0	1217.0	1264.0	538.0	935.0	1477.0	3706.0	1061.0	4126.0	3414.0	791.0	4415.0	6454.0	4136.0	3596.0	3525.0	254.0	420.0	499.0	2184.0	72879.0	921077.0	1386402.831908
sub-128S0230	1114.0	780.0	2281.0	1410.0	466.0	3069.0	4549.0	3765.0	1061.0	4513.0	2749.0	2992.0	2153.0	3363.0	651.0	1386.0	1444.0	662.0	1163.0	1753.0	4433.0	1039.0	5179.0	3985.0	1053.0	5956.0	7165.0	5239.0	4081.0	5134.0	263.0	529.0	351.0	2598.0	88301.9	1032116.0	1767317.164632
sub-128S0272	1195.0	693.0	2484.0	1457.0	529.0	2792.0	4831.0	4036.0	1131.0	5215.0	2697.0	3506.0	2235.0	3834.0	614.0	1270.0	1578.0	624.0	1237.0	1665.0	3792.0	1388.0	4615.0	3598.0	987.0	5235.0	6529.0	5151.0	3593.0	3838.0	302.0	553.0	354.0	2265.0	85819.5	1073818.0	1591402.823901
sub-128S0522	908.0	622.0	2428.0	1647.0	568.0	3548.0	3822.0	3828.0	1110.0	5431.0	2886.0	3117.0	2298.0	3659.0	686.0	1494.0	1434.0	713.0	1363.0	1580.0	4355.0	1171.0	5290.0	4064.0	764.0	5706.0	7898.0	6090.0	4260.0	4651.0	220.0	492.0	388.0	2424.0	90912.8	1041199.0	1782665.663273
sub-128S4586	1006.0	666.0	2620.0	1442.0	380.0	3349.0	4688.0	2962.0	1002.0	4646.0	2541.0	2950.0	1790.0	2862.0	711.0	1462.0	1648.0	619.0	1259.0	1525.0	4753.0	1236.0	5673.0	3401.0	736.0	5818.0	8145.0	4475.0	4268.0	4698.0	317.0	433.0	458.0	2637.0	87172.3	1015171.0	1596258.505287
sub-128S4599	1085.0	678.0	2861.0	1349.0	276.0	3043.0	5216.0	3013.0	868.0	5153.0	3042.0	3328.0	2225.0	3307.0	696.0	1384.0	1411.0	682.0	1398.0	1132.0	4029.0	1079.0	4976.0	4212.0	1118.0	7183.0	8519.0	5285.0	4355.0	4727.0	292.0	455.0	514.0	2309.0	91108.2	1256620.0	1724565.254916
sub-128S4607	873.0	503.0	2470.0	1092.0	340.0	3470.0	4365.0	2775.0	985.0	4923.0	2468.0	2417.0	1548.0	2895.0	700.0	1191.0	1295.0	616.0	1187.0	1150.0	3716.0	1206.0	4413.0	3461.0	871.0	5630.0	6803.0	5002.0	3753.0	3708.0	286.0	415.0	447.0	2327.0	79266.1	1052295.0	1436736.098484
sub-129S0778	865.0	576.0	2406.0	1293.0	511.0	2739.0	3955.0	3427.0	991.0	5475.0	2431.0	2656.0	2219.0	3011.0	626.0	1254.0	1964.0	643.0	1382.0	1188.0	4078.0	1014.0	4949.0	3512.0	826.0	5873.0	7509.0	5075.0	3589.0	3843.0	257.0	503.0	420.0	2268.0	83315.8	960316.0	1533577.273602
sub-130S0969	1151.0	532.0	2103.0	1296.0	359.0	2637.0	4881.0	3159.0	1043.0	4483.0	2071.0	2509.0	1780.0	2916.0	507.0	1194.0	1260.0	564.0	1162.0	945.0	3451.0	654.0	4445.0	3554.0	818.0	5307.0	6221.0	4354.0	3472.0	3492.0	242.0	423.0	389.0	2329.0	75675.2	1044544.0	1649002.749342
sub-131S0123	957.0	487.0	1792.0	1135.0	258.0	2599.0	4302.0	2360.0	870.0	4086.0	2003.0	2530.0	1553.0	2334.0	660.0	1126.0	1409.0	664.0	1030.0	1036.0	3275.0	966.0	4637.0	3114.0	498.0	4096.0	5513.0	4274.0	3532.0	3518.0	216.0	296.0	423.0	2552.0	70098.5	854460.0	1301050.972383
sub-131S0441	798.0	485.0	1878.0	1322.0	442.0	2895.0	4593.0	3139.0	999.0	4524.0	1863.0	2497.0	1364.0	2610.0	539.0	1160.0	1191.0	578.0	1160.0	1157.0	3974.0	991.0	4686.0	3152.0	651.0	4077.0	5871.0	4997.0	3548.0	4399.0	298.0	393.0	409.0	2407.0	75040.4	915273.0	1387284.002844
sub-136S4269	962.0	585.0	2110.0	1574.0	540.0	2859.0	3367.0	3336.0	995.0	4315.0	2438.0	3112.0	1805.0	2638.0	625.0	1349.0	1325.0	679.0	1133.0	1425.0	3743.0	1196.0	4330.0	3390.0	990.0	4869.0	7524.0	4539.0	3542.0	4332.0	252.0	594.0	384.0	2474.0	79319.3	1020457.0	1503077.923742
sub-136S4433	976.0	419.0	1701.0	1363.0	552.0	3034.0	3918.0	2848.0	916.0	4719.0	2205.0	2908.0	1605.0	2838.0	553.0	1165.0	1371.0	494.0	971.0	1320.0	3563.0	812.0	4240.0	3067.0	583.0	3998.0	5915.0	4386.0	3547.0	3727.0	233.0	417.0	393.0	1963.0	72711.8	970767.0	1394015.639521
sub-136S4727	895.0	530.0	1743.0	1232.0	389.0	2357.0	3592.0	2715.0	843.0	4071.0	2156.0	2466.0	1800.0	2565.0	512.0	1381.0	1222.0	560.0	891.0	1185.0	3820.0	1036.0	4309.0	3070.0	771.0	3749.0	5599.0	4314.0	3162.0	3590.0	201.0	402.0	361.0	2069.0	69558.3	905352.0	1377380.590077
sub-137S0301	848.0	492.0	1810.0	1474.0	381.0	2633.0	3992.0	2977.0	1035.0	4898.0	2439.0	3194.0	1841.0	2808.0	588.0	1051.0	1223.0	747.0	1337.0	1596.0	3746.0	1089.0	4288.0	3121.0	659.0	4931.0	6307.0	4328.0	3766.0	3154.0	270.0	466.0	423.0	2343.0	76253.6	1011048.0	1412721.870687
sub-137S0972	722.0	625.0	2070.0	1221.0	461.0	2911.0	4234.0	3744.0	956.0	4025.0	2255.0	2527.0	1810.0	2696.0	629.0	1217.0	1442.0	655.0	1233.0	1109.0	3876.0	1159.0	4510.0	3117.0	731.0	4471.0	6283.0	4829.0	3264.0	3830.0	277.0	555.0	419.0	2266.0	76125.7	939852.0	1431845.879816
sub-153S4151	785.0	485.0	1857.0	1095.0	384.0	2242.0	3681.0	2682.0	811.0	3853.0	2280.0	2245.0	1566.0	2685.0	607.0	1117.0	1316.0	607.0	1261.0	805.0	3205.0	847.0	4303.0	3066.0	554.0	4355.0	6514.0	3996.0	3692.0	3308.0	230.0	412.0	447.0	2680.0	69969.7	858567.0	1314784.546112
sub-941S1203	862.0	504.0	1593.0	1306.0	385.0	2390.0	3455.0	2340.0	979.0	3550.0	2073.0	2075.0	1266.0	2113.0	531.0	1195.0	1277.0	615.0	1000.0	987.0	3536.0	969.0	4303.0	3166.0	955.0	3784.0	6078.0	4585.0	3144.0	3667.0	206.0	318.0	363.0	2345.0	67906.9	869647.0	1406361.694575
sub-941S4100	861.0	697.0	1905.0	1234.0	452.0	2723.0	4337.0	2943.0	874.0	4730.0	2522.0	2604.0	1941.0	2913.0	618.0	1263.0	1417.0	697.0	1236.0	1108.0	3582.0	1044.0	4572.0	3022.0	1065.0	5068.0	6428.0	4343.0	3549.0	3449.0	269.0	485.0	360.0	2419.0	76720.7	1011213.0	1579475.76931
sub-941S4255	833.0	659.0	2885.0	1114.0	321.0	2809.0	3821.0	2931.0	997.0	3999.0	2779.0	2803.0	2110.0	3103.0	557.0	1332.0	1517.0	602.0	1271.0	1008.0	4853.0	1176.0	5442.0	4221.0	857.0	6093.0	8150.0	5908.0	4048.0	4971.0	241.0	395.0	526.0	2600.0	86930.0	1046262.0	1592014.584867
