rh.BA_exvivo.area	rh_BA1_exvivo_area	rh_BA2_exvivo_area	rh_BA3a_exvivo_area	rh_BA3b_exvivo_area	rh_BA4a_exvivo_area	rh_BA4p_exvivo_area	rh_BA6_exvivo_area	rh_BA44_exvivo_area	rh_BA45_exvivo_area	rh_V1_exvivo_area	rh_V2_exvivo_area	rh_MT_exvivo_area	rh_perirhinal_exvivo_area	rh_entorhinal_exvivo_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0104	540.0	2484.0	780.0	1263.0	1008.0	797.0	6054.0	2404.0	2805.0	2580.0	5679.0	1481.0	517.0	336.0	100357.0	1202410.0	1588832.71461
sub-0107	477.0	2186.0	817.0	1270.0	900.0	878.0	5530.0	2552.0	2617.0	3301.0	6765.0	1359.0	479.0	310.0	95437.6	1154737.0	1547836.86751
sub-0108	532.0	2167.0	857.0	1340.0	1081.0	974.0	6203.0	2930.0	2763.0	2833.0	6229.0	1505.0	384.0	260.0	97655.0	1129989.0	1601099.67064
sub-0110	631.0	2775.0	854.0	1367.0	1163.0	992.0	7049.0	2489.0	3416.0	3379.0	6793.0	2529.0	585.0	369.0	111747.0	1299190.0	1848937.15163
sub-0113	470.0	1982.0	864.0	1225.0	993.0	915.0	5050.0	2030.0	2491.0	2216.0	4996.0	1426.0	365.0	255.0	79953.6	917912.0	1401103.92939
sub-0117	587.0	2284.0	909.0	1434.0	1069.0	942.0	5249.0	2382.0	2917.0	3460.0	5730.0	1147.0	367.0	254.0	90186.3	1046908.0	1439661.79245
sub-0121	587.0	2478.0	966.0	1420.0	934.0	951.0	5276.0	2536.0	2541.0	2965.0	5074.0	1609.0	419.0	304.0	89655.0	1045027.0	1405787.88543
sub-0124	560.0	1625.0	834.0	1289.0	843.0	881.0	4326.0	2040.0	2404.0	2072.0	4921.0	1790.0	360.0	240.0	80704.3	997073.0	1367328.18002
sub-0128	560.0	2281.0	969.0	1495.0	1062.0	1072.0	6172.0	2496.0	2662.0	2934.0	5908.0	1490.0	327.0	215.0	94724.8	1142571.0	1649933.42236
sub-0130	661.0	2810.0	958.0	1486.0	1100.0	970.0	5735.0	2548.0	2723.0	2785.0	5088.0	1681.0	387.0	224.0	94034.0	1109147.0	1577833.33762
