lh.BA_exvivo.area	lh_BA1_exvivo_area	lh_BA2_exvivo_area	lh_BA3a_exvivo_area	lh_BA3b_exvivo_area	lh_BA4a_exvivo_area	lh_BA4p_exvivo_area	lh_BA6_exvivo_area	lh_BA44_exvivo_area	lh_BA45_exvivo_area	lh_V1_exvivo_area	lh_V2_exvivo_area	lh_MT_exvivo_area	lh_perirhinal_exvivo_area	lh_entorhinal_exvivo_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0023	534.0	2023.0	737.0	1341.0	1039.0	762.0	5321.0	1504.0	2206.0	2587.0	4837.0	1408.0	383.0	527.0	82560.0	1033882.0	1385509.27081
sub-0024	539.0	2292.0	715.0	1309.0	844.0	774.0	5099.0	1303.0	1864.0	2388.0	5012.0	1344.0	341.0	463.0	79800.3	959563.0	1341646.1052
sub-0025	744.0	2853.0	801.0	1817.0	1034.0	962.0	7007.0	1393.0	2149.0	2845.0	6364.0	1631.0	364.0	428.0	103955.0	1273595.0	1687128.12657
sub-0026	595.0	2138.0	858.0	1544.0	1015.0	959.0	5818.0	1291.0	1405.0	2945.0	5071.0	1141.0	371.0	469.0	76096.2	876038.0	1325380.58714
sub-0027	761.0	2929.0	897.0	1876.0	1193.0	1105.0	8011.0	1553.0	1824.0	2208.0	5409.0	1433.0	381.0	442.0	102176.0	1172863.0	1678632.04462
sub-0028	778.0	3422.0	891.0	1736.0	1134.0	1016.0	7311.0	1352.0	2760.0	2794.0	6225.0	1778.0	356.0	376.0	103434.0	1213031.0	1641653.20561
sub-0029	759.0	3215.0	836.0	1742.0	1004.0	959.0	6494.0	1665.0	2798.0	2580.0	5864.0	1316.0	521.0	603.0	98733.3	1205515.0	1702103.51779
sub-0030	746.0	3071.0	924.0	1813.0	1124.0	1052.0	5918.0	1361.0	2054.0	2426.0	5837.0	1348.0	410.0	533.0	92184.1	1069731.0	1548744.88295
sub-0031	649.0	2627.0	848.0	1672.0	1098.0	1016.0	6741.0	1538.0	2067.0	2109.0	5305.0	1123.0	355.0	434.0	93675.9	1179731.0	1679328.42642
sub-0034	607.0	2430.0	820.0	1660.0	1006.0	963.0	6388.0	1441.0	1778.0	2401.0	5094.0	1434.0	337.0	392.0	86295.5	1059070.0	1406057.61297
sub-0035	654.0	2430.0	847.0	1577.0	1140.0	1044.0	5752.0	1315.0	2187.0	2443.0	5479.0	1313.0	300.0	345.0	83140.4	953998.0	1402443.17537
sub-0037	637.0	2858.0	787.0	1509.0	1029.0	914.0	6438.0	1358.0	2264.0	1978.0	4485.0	1145.0	422.0	507.0	87926.5	1057582.0	1460420.46078
sub-0038	726.0	2566.0	729.0	1567.0	1030.0	856.0	5909.0	1281.0	2285.0	2980.0	6004.0	1649.0	384.0	484.0	95358.2	1117221.0	1469905.34571
sub-0040	874.0	3761.0	1042.0	2146.0	1357.0	1186.0	7521.0	2274.0	2297.0	3540.0	6415.0	1285.0	565.0	713.0	114030.0	1387112.0	2008122.56093
sub-0047	704.0	2658.0	848.0	1699.0	1251.0	1095.0	7092.0	1804.0	2319.0	2739.0	6137.0	1466.0	364.0	483.0	102024.0	1236163.0	1862809.15895
sub-0051	529.0	2428.0	845.0	1508.0	1074.0	974.0	5621.0	1293.0	1465.0	1784.0	4892.0	1297.0	409.0	504.0	82728.4	1006053.0	1430555.97928
sub-0052	575.0	2310.0	825.0	1497.0	1013.0	1090.0	5710.0	1632.0	2114.0	2853.0	5699.0	1434.0	364.0	473.0	88059.5	1041570.0	1395517.23583
sub-0068	784.0	2900.0	918.0	1905.0	1233.0	1090.0	8128.0	1529.0	1842.0	2224.0	5479.0	1414.0	346.0	423.0	102235.0	1180059.0	1678632.04462
sub-0075	778.0	2910.0	907.0	1906.0	1250.0	1104.0	8077.0	1542.0	1787.0	2205.0	5456.0	1420.0	393.0	426.0	101960.0	1171810.0	1678632.04462
sub-0076	646.0	2381.0	838.0	1672.0	997.0	989.0	6367.0	1456.0	1759.0	2324.0	5322.0	1328.0	362.0	468.0	88111.0	1150115.0	1431220.25529
sub-0094	716.0	2577.0	717.0	1564.0	1053.0	851.0	5876.0	1279.0	2248.0	2969.0	5992.0	1634.0	375.0	476.0	95408.4	1115478.0	1469905.34571
sub-0096	819.0	3035.0	900.0	1754.0	1173.0	1057.0	8330.0	1747.0	2336.0	3327.0	6925.0	1337.0	420.0	540.0	99013.0	1104688.0	1777406.99215
sub-0098	650.0	2749.0	798.0	1567.0	1050.0	904.0	6258.0	1394.0	2044.0	3505.0	6692.0	1606.0	383.0	454.0	96144.0	1182058.0	1569381.52002
sub-0109	552.0	2556.0	735.0	1325.0	848.0	797.0	5817.0	1256.0	1358.0	2358.0	4649.0	949.0	378.0	553.0	79720.3	994187.0	1364864.46494
sub-0111	680.0	3052.0	819.0	1854.0	1093.0	996.0	7196.0	1534.0	2230.0	2688.0	6368.0	1425.0	448.0	540.0	97640.6	1137362.0	1628718.07926
sub-0118	617.0	2971.0	706.0	1476.0	999.0	787.0	6350.0	1448.0	2241.0	3146.0	6313.0	1128.0	426.0	444.0	94255.4	1178520.0	1544369.68035
sub-0125	707.0	2745.0	728.0	1512.0	1069.0	852.0	6821.0	1187.0	1538.0	2034.0	4468.0	1204.0	503.0	559.0	83716.2	1101338.0	1466128.47666
sub-0129	594.0	3000.0	706.0	1426.0	861.0	810.0	5590.0	1386.0	1925.0	2820.0	5685.0	1272.0	354.0	422.0	89683.0	984519.0	1469882.3409
sub-0132	711.0	2636.0	916.0	1689.0	1030.0	1072.0	6731.0	1489.0	1841.0	2791.0	5776.0	1408.0	364.0	448.0	88026.1	958315.0	1473992.16227
sub-0136	643.0	2489.0	844.0	1606.0	1094.0	985.0	6351.0	1557.0	1917.0	2748.0	5693.0	1201.0	420.0	497.0	92059.8	1079576.0	1428042.90976
sub-1000	760.0	2837.0	865.0	1638.0	1205.0	1068.0	7337.0	1534.0	2040.0	2019.0	5187.0	1196.0	440.0	612.0	95529.5	1062111.0	1656445.76292
sub-1020	610.0	2464.0	812.0	1437.0	1016.0	940.0	5814.0	1307.0	1710.0	2050.0	4811.0	1113.0	452.0	573.0	78997.9	961497.0	1331825.6473
