lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-3114	1093.0	609.0	1940.0	1445.0	454.0	2857.0	3677.0	2793.0	1013.0	4539.0	2256.0	2964.0	1461.0	2578.0	587.0	1344.0	1248.0	539.0	1077.0	1574.0	3578.0	1056.0	4779.0	3357.0	516.0	4056.0	6683.0	4433.0	3639.0	3392.0	200.0	445.0	349.0	2466.0	74996.2	905428.0	1287590.079589
sub-3115	1034.0	613.0	2832.0	1298.0	641.0	3885.0	5261.0	3933.0	1216.0	4775.0	2975.0	2963.0	2119.0	3383.0	668.0	1387.0	1780.0	768.0	1444.0	1314.0	5324.0	1391.0	5369.0	4457.0	1050.0	5648.0	9078.0	6747.0	3459.0	5480.0	201.0	508.0	545.0	2697.0	96238.0	1169364.0	1636462.312859
sub-3151	1378.0	743.0	1993.0	1297.0	452.0	2787.0	4381.0	3342.0	1057.0	4797.0	2516.0	2962.0	1833.0	3245.0	542.0	1304.0	1824.0	693.0	1219.0	1276.0	3925.0	1241.0	4358.0	3499.0	793.0	6111.0	7559.0	4980.0	3838.0	4315.0	262.0	400.0	409.0	2097.0	83304.4	1080730.0	1520893.531615
sub-3156	1111.0	678.0	2200.0	1260.0	467.0	2510.0	4682.0	3517.0	898.0	4851.0	2583.0	2542.0	1615.0	3353.0	685.0	1598.0	1422.0	585.0	1220.0	1111.0	3864.0	1301.0	4766.0	3149.0	914.0	5576.0	7252.0	4529.0	4367.0	3615.0	288.0	506.0	477.0	2714.0	82200.2	1032323.0	1558956.244154
sub-3157	814.0	522.0	1846.0	1220.0	346.0	2678.0	3473.0	2743.0	731.0	4024.0	2177.0	2317.0	1702.0	2583.0	562.0	1273.0	1582.0	635.0	1134.0	1268.0	3661.0	814.0	4192.0	3079.0	780.0	3926.0	5855.0	5113.0	3492.0	3227.0	234.0	410.0	361.0	2066.0	70701.5	878085.0	1183410.395238
sub-3160	1104.0	464.0	2192.0	1432.0	507.0	3466.0	3982.0	3737.0	1099.0	5154.0	2398.0	3180.0	2046.0	3057.0	684.0	1466.0	1574.0	726.0	1311.0	1322.0	4759.0	1387.0	5112.0	3507.0	1055.0	5689.0	8168.0	5489.0	4615.0	4271.0	252.0	535.0	533.0	2626.0	88896.8	1133731.0	1809287.539735
sub-3161	940.0	733.0	2145.0	1658.0	413.0	3472.0	3645.0	3557.0	1442.0	5259.0	2733.0	3478.0	2216.0	3649.0	724.0	1371.0	1750.0	852.0	1562.0	1596.0	3897.0	1380.0	4638.0	4290.0	1073.0	5863.0	7744.0	6292.0	4638.0	4875.0	245.0	459.0	415.0	2667.0	91644.8	1193640.0	1692612.828334
sub-3165	1011.0	465.0	1877.0	1232.0	555.0	2761.0	3735.0	3430.0	774.0	4430.0	2540.0	3328.0	1688.0	3130.0	682.0	1612.0	1620.0	749.0	1438.0	1444.0	3762.0	1098.0	4386.0	3287.0	727.0	4918.0	6341.0	4530.0	3843.0	3024.0	229.0	405.0	401.0	2135.0	77503.3	1082889.0	1450955.030984
sub-3169	786.0	716.0	2705.0	1632.0	434.0	3206.0	4886.0	3095.0	1496.0	5182.0	2715.0	4197.0	1926.0	2555.0	713.0	1425.0	1850.0	711.0	1482.0	1938.0	3833.0	1320.0	5355.0	4043.0	904.0	7063.0	8692.0	6092.0	4199.0	4122.0	326.0	491.0	511.0	2432.0	92872.1	1155226.0	1639347.801568
sub-3171	980.0	484.0	2403.0	1520.0	544.0	2839.0	3856.0	3919.0	935.0	4816.0	2388.0	2843.0	1880.0	3560.0	610.0	1161.0	1512.0	657.0	1159.0	1206.0	3738.0	1143.0	5231.0	3340.0	574.0	4993.0	6878.0	5447.0	3774.0	4262.0	259.0	475.0	458.0	2219.0	82059.2	1118880.0	1574591.31877
sub-3172	942.0	700.0	2278.0	1614.0	404.0	3252.0	4509.0	3098.0	1048.0	5334.0	2919.0	2910.0	1997.0	3141.0	594.0	1354.0	1655.0	872.0	1612.0	1347.0	3990.0	1230.0	5116.0	3357.0	743.0	5854.0	7786.0	5730.0	4049.0	4003.0	254.0	482.0	457.0	2471.0	87094.7	1103831.0	1645046.07471
sub-3188	941.0	716.0	1752.0	1252.0	335.0	2983.0	3284.0	3049.0	1010.0	4147.0	2423.0	2939.0	1507.0	2839.0	616.0	1382.0	1272.0	599.0	1183.0	1315.0	3846.0	1144.0	4304.0	3781.0	787.0	4097.0	6335.0	4597.0	3783.0	5029.0	199.0	475.0	409.0	2515.0	76841.3	967339.0	1411083.122871
sub-3191	658.0	407.0	2133.0	1545.0	226.0	2766.0	4176.0	3250.0	1067.0	5335.0	2497.0	3031.0	1718.0	2278.0	575.0	1161.0	1588.0	595.0	1197.0	1621.0	3438.0	1153.0	4621.0	3369.0	457.0	4758.0	6432.0	5041.0	3254.0	3323.0	225.0	411.0	424.0	2397.0	77118.6	970695.0	1316481.977243
sub-3257	727.0	188.0	2400.0	1229.0	587.0	3368.0	3946.0	4115.0	627.0	4038.0	2626.0	2238.0	2600.0	3653.0	889.0	1691.0	1771.0	902.0	1373.0	838.0	4731.0	602.0	5352.0	3154.0	694.0	6769.0	10474.0	6021.0	4433.0	4825.0	308.0	502.0	426.0	2546.0	90640.4	1400587.0	1796076.608219
sub-3260	1137.0	581.0	2513.0	1514.0	427.0	3639.0	4297.0	3784.0	960.0	6441.0	3437.0	2623.0	1711.0	3655.0	680.0	1261.0	1753.0	967.0	1726.0	1118.0	4298.0	1095.0	5171.0	4880.0	798.0	7908.0	8418.0	6807.0	4142.0	4471.0	177.0	411.0	478.0	2713.0	95987.5	1111691.0	1510075.588013
sub-3264	457.0	429.0	2072.0	798.0	1001.0	2959.0	3464.0	2432.0	260.0	4535.0	2213.0	2245.0	1716.0	2005.0	540.0	1428.0	1214.0	587.0	975.0	1040.0	3027.0	772.0	4047.0	2481.0	848.0	6031.0	8295.0	4785.0	2398.0	2850.0	260.0	364.0	384.0	2095.0	71005.1	1219336.0	1566172.153937
sub-3270	1156.0	606.0	2142.0	726.0	502.0	2681.0	3810.0	3969.0	737.0	5125.0	3196.0	2893.0	1881.0	3459.0	705.0	1210.0	1568.0	815.0	1180.0	1016.0	4052.0	881.0	5129.0	2563.0	1181.0	7561.0	8277.0	5827.0	4729.0	4453.0	216.0	339.0	513.0	2832.0	87922.1	1121967.0	1546965.060867
sub-3271	1073.0	616.0	2425.0	1132.0	645.0	3307.0	4955.0	4509.0	1164.0	4872.0	3088.0	2448.0	1911.0	3956.0	727.0	1257.0	1812.0	843.0	1550.0	1001.0	4420.0	1185.0	4955.0	3909.0	844.0	7351.0	6935.0	5073.0	4676.0	4154.0	217.0	562.0	551.0	3129.0	91251.8	1253052.0	1718214.935342
sub-3274	1114.0	613.0	2181.0	1347.0	923.0	3113.0	4544.0	4313.0	847.0	5121.0	3033.0	2889.0	2448.0	3827.0	815.0	1967.0	1570.0	836.0	1527.0	1212.0	4220.0	1246.0	4746.0	3691.0	861.0	7863.0	8726.0	4944.0	4788.0	4656.0	246.0	532.0	510.0	2497.0	93755.0	1519589.0	1996588.304558
sub-3276	1649.0	877.0	2328.0	905.0	497.0	2979.0	4927.0	3413.0	586.0	4926.0	3143.0	1866.0	2289.0	3709.0	1173.0	1659.0	1764.0	903.0	1084.0	547.0	3811.0	1220.0	5126.0	3509.0	1107.0	6580.0	8737.0	4784.0	4320.0	4122.0	260.0	312.0	527.0	3110.0	88737.0	1196149.0	1532799.083546
sub-3277	1387.0	735.0	2541.0	1367.0	784.0	3816.0	4720.0	4547.0	876.0	5436.0	3289.0	3323.0	2692.0	4478.0	961.0	1442.0	1897.0	830.0	1464.0	1140.0	4855.0	1304.0	5601.0	4241.0	1230.0	7484.0	9472.0	6428.0	4844.0	6072.0	228.0	542.0	470.0	2635.0	103123.0	1398131.0	1749964.804139
sub-3300	1003.0	547.0	2173.0	1600.0	461.0	3947.0	4335.0	3320.0	1093.0	5896.0	2649.0	3159.0	1737.0	2805.0	681.0	1467.0	1644.0	634.0	1456.0	1400.0	4260.0	1169.0	5525.0	3814.0	861.0	5939.0	8405.0	5164.0	4153.0	3721.0	262.0	473.0	523.0	2440.0	88643.7	1103909.0	1507889.394342
sub-3301	1111.0	639.0	2681.0	2130.0	405.0	3131.0	4364.0	4015.0	985.0	5732.0	2925.0	3475.0	1985.0	3579.0	678.0	1487.0	1638.0	618.0	1327.0	1840.0	4351.0	1237.0	5765.0	3702.0	608.0	5912.0	7482.0	4790.0	4155.0	4611.0	312.0	402.0	566.0	2496.0	91116.2	1138836.0	1569970.280325
sub-3310	830.0	678.0	2014.0	1121.0	584.0	2613.0	3027.0	3003.0	742.0	3789.0	2172.0	2123.0	1603.0	2734.0	692.0	1316.0	1459.0	568.0	1055.0	1010.0	3759.0	1014.0	4452.0	3548.0	927.0	4473.0	6581.0	4952.0	3354.0	3381.0	217.0	470.0	399.0	2101.0	72732.6	945687.0	1381921.039271
sub-3316	1237.0	619.0	2384.0	1268.0	590.0	2931.0	4283.0	3097.0	1117.0	4365.0	2792.0	3168.0	1854.0	2996.0	643.0	1290.0	1497.0	670.0	1367.0	1304.0	3920.0	1264.0	5244.0	3329.0	953.0	5738.0	7935.0	4556.0	3802.0	4093.0	276.0	463.0	462.0	2527.0	84034.2	1113571.0	1600319.319315
sub-3318	959.0	613.0	1506.0	943.0	380.0	2756.0	3941.0	2744.0	898.0	4614.0	2247.0	2538.0	1702.0	2688.0	591.0	1057.0	1259.0	546.0	1050.0	970.0	3604.0	1053.0	4662.0	2976.0	748.0	4068.0	6690.0	4196.0	3647.0	3172.0	236.0	384.0	463.0	2293.0	72178.9	954207.0	1465625.659036
sub-3320	661.0	606.0	2120.0	1531.0	537.0	2826.0	4345.0	3662.0	1067.0	4546.0	2469.0	3131.0	1870.0	3230.0	582.0	1451.0	1624.0	778.0	1489.0	1438.0	4822.0	1193.0	5521.0	3284.0	735.0	5929.0	6960.0	4347.0	3946.0	3900.0	247.0	454.0	518.0	2734.0	84536.8	1067085.0	1482700.06768
sub-3350	1009.0	850.0	2849.0	1468.0	403.0	3770.0	5003.0	3928.0	978.0	5464.0	2831.0	2847.0	1919.0	3595.0	619.0	1557.0	1586.0	683.0	1337.0	1357.0	4224.0	1404.0	5929.0	3857.0	1074.0	6602.0	8062.0	5262.0	4049.0	3894.0	251.0	478.0	497.0	2400.0	92028.8	1110241.0	1629867.024323
sub-3351	945.0	581.0	2232.0	1456.0	509.0	2983.0	5251.0	2972.0	1011.0	5030.0	2930.0	3164.0	2060.0	2906.0	648.0	1467.0	1571.0	712.0	1045.0	1349.0	4429.0	1153.0	5343.0	3898.0	871.0	4873.0	6916.0	5590.0	3154.0	3612.0	225.0	477.0	374.0	2187.0	83919.4	943343.0	1585653.383279
sub-3353	847.0	394.0	1828.0	1282.0	434.0	2930.0	4146.0	3367.0	950.0	4196.0	2397.0	2709.0	1725.0	2801.0	630.0	1219.0	1308.0	621.0	1093.0	1247.0	3752.0	963.0	4760.0	3343.0	590.0	5130.0	7068.0	4908.0	3405.0	3138.0	227.0	348.0	365.0	2262.0	76276.3	1046218.0	1420575.293696
sub-3355	973.0	499.0	1701.0	1556.0	407.0	2695.0	4259.0	2490.0	987.0	4511.0	1672.0	3111.0	1652.0	2959.0	671.0	1309.0	1283.0	404.0	1089.0	1490.0	3762.0	1085.0	4457.0	3332.0	416.0	4473.0	5882.0	5669.0	4374.0	3975.0	271.0	531.0	436.0	2117.0	76488.0	1041331.0	1387517.341014
sub-3357	994.0	579.0	2665.0	1292.0	382.0	2626.0	4365.0	3149.0	1110.0	4664.0	2737.0	2968.0	1751.0	3188.0	702.0	1380.0	1392.0	763.0	1168.0	1162.0	4091.0	1159.0	5536.0	3843.0	598.0	5723.0	8247.0	4967.0	4353.0	3864.0	246.0	447.0	499.0	2678.0	85291.2	1088526.0	1658569.737646
sub-3358	1126.0	694.0	3206.0	1541.0	600.0	3329.0	4777.0	3382.0	1076.0	4857.0	2864.0	3482.0	2087.0	3572.0	928.0	1779.0	1614.0	662.0	1117.0	1459.0	5136.0	1341.0	5958.0	4210.0	1175.0	6271.0	8973.0	6011.0	4655.0	5346.0	285.0	587.0	562.0	2671.0	97324.9	1247153.0	1696766.506401
sub-3361	1142.0	849.0	2323.0	1493.0	407.0	3154.0	5636.0	3631.0	1302.0	4807.0	2532.0	2770.0	1915.0	3793.0	598.0	1461.0	1648.0	673.0	1294.0	1289.0	4679.0	1242.0	5064.0	4418.0	1002.0	5643.0	7620.0	5591.0	4062.0	5290.0	283.0	449.0	453.0	2674.0	91171.3	1103762.0	1568950.294096
sub-3362	782.0	559.0	2219.0	1616.0	351.0	2895.0	4592.0	3424.0	943.0	4970.0	2822.0	3292.0	1736.0	3331.0	620.0	1385.0	1490.0	626.0	1400.0	1641.0	4104.0	1063.0	4861.0	3393.0	759.0	5111.0	6600.0	4886.0	3614.0	3219.0	223.0	365.0	379.0	2309.0	81580.7	1066753.0	1284820.070714
sub-3368	1094.0	440.0	2237.0	1521.0	555.0	3231.0	4618.0	3621.0	1159.0	5177.0	2668.0	3125.0	1986.0	3060.0	826.0	1424.0	1301.0	591.0	1067.0	1478.0	4270.0	1096.0	4768.0	4193.0	869.0	6089.0	7488.0	5377.0	3879.0	4122.0	260.0	465.0	456.0	2497.0	87000.3	1117001.0	1390440.882489
sub-3369	796.0	607.0	2213.0	1177.0	450.0	2711.0	3787.0	2675.0	1160.0	4674.0	2300.0	2941.0	1549.0	2591.0	708.0	1029.0	1490.0	687.0	1537.0	1477.0	3877.0	1058.0	4798.0	3813.0	791.0	6090.0	6398.0	4649.0	4017.0	3502.0	276.0	492.0	507.0	2488.0	79311.1	1041747.0	1449827.130093
sub-3370	853.0	974.0	2538.0	1668.0	606.0	3615.0	3671.0	3889.0	1008.0	5031.0	2979.0	3632.0	2283.0	3158.0	789.0	1662.0	1431.0	787.0	1508.0	1619.0	4191.0	1706.0	5410.0	4188.0	1046.0	6964.0	7879.0	6016.0	4118.0	4068.0	243.0	598.0	478.0	2652.0	93238.8	1294383.0	1672519.043824
sub-3389	1025.0	731.0	1761.0	1493.0	387.0	3120.0	4951.0	3196.0	971.0	5300.0	2613.0	2922.0	1958.0	3187.0	647.0	1334.0	1487.0	635.0	1430.0	1234.0	3900.0	1388.0	4664.0	3752.0	1043.0	6135.0	7229.0	5698.0	3719.0	4032.0	257.0	467.0	414.0	2516.0	85574.3	1042625.0	1499330.11181
sub-3390	787.0	582.0	1827.0	1644.0	355.0	3318.0	4037.0	3253.0	854.0	5490.0	2640.0	3073.0	1686.0	2493.0	705.0	1478.0	1493.0	624.0	1245.0	1659.0	3709.0	1169.0	5073.0	3718.0	839.0	4811.0	7200.0	5691.0	4012.0	3376.0	185.0	455.0	491.0	2358.0	82317.2	1070043.0	1398499.276138
sub-3503	754.0	475.0	1729.0	1225.0	461.0	2846.0	3736.0	2444.0	695.0	4326.0	2188.0	2633.0	1457.0	2296.0	533.0	1295.0	1241.0	580.0	971.0	1123.0	3291.0	997.0	4050.0	3101.0	592.0	4320.0	5693.0	4469.0	3271.0	3603.0	233.0	437.0	389.0	1779.0	69233.4	887460.0	1207402.00558
sub-3515	833.0	683.0	2166.0	1275.0	419.0	2800.0	4286.0	3365.0	838.0	4148.0	2233.0	2877.0	1437.0	2954.0	627.0	1184.0	1115.0	527.0	968.0	1499.0	3787.0	980.0	4229.0	3111.0	969.0	5140.0	6486.0	5034.0	3496.0	3245.0	239.0	472.0	334.0	2175.0	75931.7	947111.0	1259891.297764
sub-3517	961.0	523.0	1817.0	1435.0	627.0	3348.0	3967.0	2961.0	981.0	4871.0	2499.0	3389.0	1841.0	2879.0	792.0	1371.0	1333.0	596.0	1257.0	1233.0	4287.0	1000.0	4551.0	3653.0	747.0	4787.0	6957.0	5378.0	4296.0	4454.0	256.0	470.0	461.0	2790.0	82682.1	1103553.0	1293758.236574
sub-3518	929.0	622.0	2118.0	1407.0	455.0	3475.0	4538.0	3421.0	1146.0	4663.0	2198.0	2906.0	1666.0	3054.0	749.0	1453.0	1438.0	591.0	1148.0	1346.0	4199.0	1141.0	4963.0	4203.0	728.0	5107.0	6905.0	5393.0	3782.0	3802.0	266.0	485.0	399.0	2243.0	82929.5	1030412.0	1569493.960978
sub-3519	1015.0	680.0	2601.0	1280.0	558.0	3555.0	5381.0	3517.0	966.0	5094.0	3110.0	3664.0	2242.0	2848.0	669.0	1534.0	1585.0	844.0	1377.0	1311.0	4296.0	1358.0	5612.0	4206.0	878.0	6415.0	8358.0	5712.0	3851.0	3595.0	305.0	532.0	457.0	2482.0	91873.3	1200494.0	1730278.343036
sub-3521	1039.0	637.0	1983.0	1313.0	489.0	2569.0	4215.0	3487.0	1085.0	4710.0	2455.0	2940.0	1912.0	3351.0	600.0	1241.0	1373.0	686.0	1272.0	1396.0	3884.0	1337.0	4161.0	3438.0	941.0	6010.0	6942.0	5574.0	4225.0	3905.0	242.0	429.0	427.0	2186.0	82450.1	1090441.0	1422627.172057
sub-3523	1079.0	476.0	2209.0	1524.0	273.0	3165.0	4625.0	3823.0	831.0	5163.0	2663.0	3177.0	1684.0	2887.0	704.0	1187.0	1309.0	640.0	1104.0	1436.0	3987.0	1118.0	4512.0	3245.0	921.0	4893.0	6888.0	4650.0	3684.0	3709.0	281.0	342.0	433.0	2376.0	80992.6	1030688.0	1199770.937643
sub-3525	819.0	515.0	2010.0	1267.0	403.0	3228.0	4131.0	3416.0	1029.0	5725.0	2357.0	2721.0	1899.0	2892.0	649.0	1338.0	1265.0	732.0	1037.0	1284.0	3734.0	1060.0	4419.0	3215.0	877.0	4998.0	7297.0	4571.0	3877.0	3751.0	283.0	447.0	442.0	2482.0	80144.9	1081407.0	1379710.094974
sub-3526	884.0	646.0	1416.0	1598.0	490.0	3173.0	4096.0	2689.0	1315.0	4885.0	2798.0	3126.0	2153.0	2782.0	603.0	1370.0	1450.0	738.0	1435.0	1229.0	4358.0	1645.0	4282.0	3759.0	880.0	5002.0	7122.0	5158.0	4226.0	4013.0	287.0	508.0	397.0	2756.0	83249.2	1048202.0	1632215.592885
sub-3527	890.0	666.0	2237.0	1275.0	484.0	2954.0	3582.0	2796.0	897.0	4632.0	2491.0	2784.0	2013.0	2778.0	736.0	1183.0	1220.0	698.0	1162.0	1132.0	3491.0	1102.0	4352.0	3003.0	867.0	5664.0	6911.0	3676.0	3577.0	2409.0	251.0	468.0	356.0	2128.0	74868.1	1030495.0	1428415.630161
sub-3541	1193.0	743.0	3067.0	1904.0	618.0	3713.0	6093.0	4588.0	1630.0	6638.0	3281.0	4493.0	2216.0	4101.0	837.0	1909.0	1940.0	940.0	1768.0	2446.0	5594.0	1418.0	5734.0	5055.0	1380.0	6886.0	10182.0	7620.0	4404.0	4209.0	257.0	615.0	490.0	2699.0	110655.0	1335957.0	1828574.136988
sub-3551	983.0	593.0	2975.0	1502.0	518.0	2797.0	4089.0	3194.0	849.0	4852.0	2910.0	2927.0	1879.0	3051.0	661.0	1569.0	1643.0	659.0	1286.0	1205.0	4279.0	921.0	5431.0	3803.0	958.0	6151.0	7859.0	4449.0	4163.0	3567.0	247.0	611.0	501.0	2737.0	85813.9	1053718.0	1567589.916258
sub-3554	1097.0	553.0	2350.0	1247.0	464.0	3004.0	4846.0	2689.0	941.0	4933.0	2824.0	2568.0	1652.0	2466.0	719.0	1469.0	1424.0	583.0	1129.0	1047.0	4114.0	1042.0	5300.0	3747.0	920.0	5197.0	7859.0	4759.0	3583.0	3999.0	255.0	320.0	485.0	2897.0	82475.7	1047717.0	1563271.478061
sub-3555	1296.0	865.0	2545.0	1972.0	436.0	3640.0	5677.0	4283.0	1119.0	7239.0	3394.0	3547.0	2375.0	4115.0	701.0	1546.0	2316.0	815.0	1923.0	1606.0	4506.0	1522.0	5914.0	4500.0	1383.0	6523.0	8244.0	6252.0	4275.0	4431.0	302.0	563.0	467.0	3235.0	103523.0	1409698.0	1898035.479902
sub-3563	1040.0	564.0	3373.0	1368.0	511.0	3412.0	4583.0	3474.0	1119.0	5124.0	3094.0	2762.0	2386.0	3318.0	639.0	1449.0	1494.0	750.0	1102.0	1268.0	3936.0	1343.0	5431.0	3698.0	1120.0	6519.0	9410.0	5278.0	4381.0	3748.0	283.0	520.0	432.0	2537.0	91457.0	1153953.0	1657344.013656
sub-3565	1014.0	728.0	2648.0	1788.0	385.0	3426.0	4613.0	3639.0	1255.0	6490.0	3060.0	3459.0	2067.0	3985.0	683.0	1403.0	1463.0	918.0	1355.0	1801.0	4351.0	1255.0	5417.0	4077.0	1132.0	6353.0	8991.0	5316.0	4178.0	4709.0	329.0	471.0	352.0	3009.0	96120.1	1259027.0	1783763.889443
sub-3569	930.0	763.0	2041.0	1397.0	547.0	3429.0	4004.0	3416.0	940.0	4884.0	2625.0	3222.0	1875.0	3189.0	690.0	1567.0	1393.0	649.0	1159.0	1271.0	4287.0	1163.0	4400.0	3691.0	950.0	5809.0	6521.0	4919.0	3829.0	3433.0	243.0	443.0	423.0	2365.0	82468.5	1036115.0	1373078.549832
sub-3570	1038.0	899.0	2519.0	1776.0	492.0	3724.0	5172.0	3949.0	1350.0	6031.0	3361.0	4498.0	2049.0	3493.0	714.0	1589.0	1714.0	841.0	1554.0	2209.0	4865.0	1470.0	6173.0	4573.0	1166.0	7052.0	8621.0	6134.0	3966.0	4902.0	305.0	580.0	554.0	3118.0	102451.0	1315000.0	1948132.126488
sub-3571	1179.0	867.0	2271.0	1721.0	627.0	3426.0	5680.0	4306.0	1518.0	5984.0	3072.0	3718.0	2111.0	4037.0	686.0	1650.0	2126.0	631.0	1603.0	1660.0	4082.0	1481.0	5526.0	4040.0	1009.0	6129.0	8428.0	6191.0	4741.0	5556.0	251.0	515.0	552.0	3111.0	100473.0	1258630.0	1814170.330641
sub-3572	892.0	791.0	1949.0	1363.0	348.0	3021.0	3799.0	2731.0	986.0	4609.0	2602.0	2774.0	1922.0	2896.0	651.0	1273.0	1571.0	688.0	1577.0	1258.0	3831.0	1183.0	4836.0	3641.0	1037.0	4551.0	7313.0	4909.0	4220.0	3718.0	268.0	344.0	504.0	2840.0	80895.6	992492.0	1307872.862664
