lh.BA_exvivo.volume	lh_BA1_exvivo_volume	lh_BA2_exvivo_volume	lh_BA3a_exvivo_volume	lh_BA3b_exvivo_volume	lh_BA4a_exvivo_volume	lh_BA4p_exvivo_volume	lh_BA6_exvivo_volume	lh_BA44_exvivo_volume	lh_BA45_exvivo_volume	lh_V1_exvivo_volume	lh_V2_exvivo_volume	lh_MT_exvivo_volume	lh_perirhinal_exvivo_volume	lh_entorhinal_exvivo_volume	BrainSegVolNotVent	eTIV
sub-3264	1373.0	2551.0	482.0	1830.0	1908.0	779.0	15109.0	1661.0	2474.0	2500.0	6117.0	2568.0	798.0	960.0	1219336.0	1566172.153937
sub-3270	1105.0	3888.0	816.0	2301.0	1355.0	961.0	10181.0	2987.0	3509.0	2945.0	8048.0	2563.0	1566.0	1616.0	1121967.0	1546965.060867
sub-3271	1468.0	4950.0	778.0	2556.0	1698.0	1021.0	12422.0	3778.0	5168.0	3222.0	7971.0	2740.0	1624.0	1662.0	1253052.0	1718214.935342
sub-3274	1848.0	5650.0	890.0	2765.0	2130.0	1163.0	13851.0	3447.0	5006.0	2982.0	8420.0	1975.0	1205.0	1362.0	1519589.0	1996588.304558
sub-3276	1184.0	3503.0	751.0	2139.0	1354.0	920.0	10449.0	2844.0	3265.0	2143.0	6475.0	3327.0	808.0	803.0	1196149.0	1532799.083546
sub-3277	1780.0	4723.0	549.0	2591.0	1791.0	963.0	13653.0	3375.0	3192.0	2513.0	7474.0	2058.0	1041.0	1418.0	1398131.0	1749964.804139
sub-3300	1931.0	5974.0	1129.0	3697.0	3140.0	2433.0	21210.0	4746.0	5873.0	5040.0	12729.0	4085.0	2122.0	2040.0	1103909.0	1507889.394342
sub-3301	2254.0	6224.0	1266.0	3545.0	3487.0	2536.0	19354.0	4640.0	5559.0	6425.0	15623.0	4446.0	1550.0	1242.0	1138836.0	1569970.280325
sub-3310	1809.0	5781.0	1081.0	2999.0	2630.0	1960.0	17394.0	3894.0	4713.0	2713.0	9177.0	2812.0	2679.0	2101.0	945687.0	1381921.039271
sub-3316	1866.0	6194.0	1151.0	2965.0	3330.0	2632.0	21246.0	4058.0	5481.0	4026.0	11720.0	3049.0	2343.0	3036.0	1113571.0	1600319.319315
sub-3318	1735.0	4542.0	1054.0	3062.0	2698.0	2059.0	16058.0	3192.0	4270.0	3264.0	9891.0	3368.0	1767.0	1257.0	954207.0	1465625.659036
sub-3320	2094.0	6343.0	1096.0	3864.0	3586.0	2735.0	18706.0	4125.0	5696.0	3881.0	10874.0	3496.0	1685.0	1659.0	1067085.0	1482700.06768
sub-3350	2093.0	6152.0	1138.0	3951.0	3335.0	2243.0	21973.0	4162.0	5419.0	4790.0	13282.0	5173.0	1595.0	1383.0	1110241.0	1629867.024323
sub-3351	1820.0	8139.0	1060.0	3193.0	2418.0	1646.0	14650.0	4921.0	3811.0	3551.0	9931.0	3586.0	2094.0	2359.0	943343.0	1585653.383279
sub-3353	1893.0	5470.0	1229.0	3566.0	2956.0	2303.0	18654.0	3683.0	4260.0	4790.0	10645.0	3323.0	1836.0	1709.0	1046218.0	1420575.293696
sub-3355	1740.0	5694.0	949.0	3389.0	3308.0	1926.0	15822.0	4179.0	5308.0	5729.0	12340.0	3526.0	1581.0	2285.0	1041331.0	1387517.341014
sub-3357	1802.0	5169.0	1129.0	3137.0	2804.0	2014.0	19519.0	4045.0	4799.0	4330.0	10123.0	3109.0	1642.0	1369.0	1088526.0	1658569.737646
sub-3358	2171.0	7364.0	1353.0	4507.0	3779.0	2923.0	22817.0	4815.0	4592.0	4689.0	12937.0	3019.0	2371.0	2632.0	1247153.0	1696766.506401
sub-3361	2123.0	6248.0	1121.0	3725.0	2743.0	2051.0	17007.0	4323.0	4684.0	4405.0	11148.0	3687.0	1561.0	1359.0	1103762.0	1568950.294096
sub-3362	2103.0	5126.0	1217.0	3523.0	3107.0	2182.0	18306.0	3967.0	5372.0	4496.0	12024.0	3535.0	1414.0	1306.0	1066753.0	1284820.070714
sub-3368	2353.0	6719.0	1217.0	4256.0	3341.0	2547.0	18507.0	4086.0	4264.0	4392.0	12588.0	3724.0	2209.0	1633.0	1117001.0	1390440.882489
sub-3369	1898.0	5436.0	932.0	3194.0	2955.0	1985.0	18896.0	3931.0	6733.0	4786.0	11418.0	3226.0	2100.0	1730.0	1041747.0	1449827.130093
sub-3370	1912.0	5787.0	995.0	3101.0	3419.0	2200.0	21012.0	4135.0	5690.0	4904.0	12547.0	3152.0	2196.0	2267.0	1294383.0	1672519.043824
sub-3389	1477.0	5357.0	1112.0	2769.0	2369.0	1951.0	15047.0	3694.0	5148.0	3240.0	11265.0	3449.0	1878.0	1176.0	1042625.0	1499330.11181
sub-3390	1673.0	5220.0	1198.0	3314.0	2851.0	2227.0	18618.0	3739.0	5120.0	5272.0	11948.0	3766.0	1628.0	1249.0	1070043.0	1398499.276138
sub-3503	1466.0	4691.0	888.0	2660.0	2830.0	1744.0	14390.0	3831.0	3562.0	3670.0	9675.0	3052.0	1811.0	3014.0	887460.0	1207402.00558
sub-3515	1452.0	5633.0	945.0	2724.0	2765.0	1899.0	15321.0	3178.0	3592.0	4129.0	9639.0	2898.0	1954.0	2443.0	947111.0	1259891.297764
sub-3517	1874.0	6100.0	1020.0	2787.0	3282.0	2329.0	16536.0	3687.0	4647.0	3870.0	12311.0	2957.0	2315.0	2169.0	1103553.0	1293758.236574
sub-3518	1719.0	5276.0	995.0	3276.0	3196.0	1982.0	16618.0	3232.0	4812.0	3334.0	9729.0	3622.0	2045.0	1606.0	1030412.0	1569493.960978
sub-3519	1798.0	5980.0	1055.0	3538.0	3146.0	2433.0	20565.0	4225.0	5132.0	3840.0	11496.0	3552.0	2462.0	3130.0	1200494.0	1730278.343036
sub-3521	1505.0	5768.0	871.0	2690.0	2451.0	1742.0	16100.0	3615.0	4894.0	4322.0	11900.0	3109.0	2325.0	1794.0	1090441.0	1422627.172057
sub-3523	1680.0	5435.0	901.0	2769.0	2817.0	1929.0	17403.0	3461.0	3984.0	4393.0	12259.0	3916.0	1695.0	1375.0	1030688.0	1199770.937643
sub-3525	1518.0	4532.0	992.0	2646.0	2808.0	1876.0	16912.0	3453.0	4189.0	3753.0	11092.0	3998.0	2167.0	1497.0	1081407.0	1379710.094974
sub-3526	1565.0	5739.0	851.0	2559.0	2553.0	1947.0	14632.0	2997.0	4965.0	3804.0	10956.0	2765.0	2129.0	2340.0	1048202.0	1632215.592885
sub-3527	1367.0	3890.0	946.0	2481.0	2545.0	1984.0	17107.0	3513.0	4609.0	3774.0	9352.0	3651.0	1819.0	2383.0	1030495.0	1428415.630161
sub-3541	2035.0	6482.0	1175.0	3779.0	3973.0	2062.0	20225.0	4569.0	6045.0	6013.0	14595.0	4652.0	2101.0	2519.0	1335957.0	1828574.136988
sub-3551	1866.0	4794.0	995.0	3506.0	3047.0	1903.0	18392.0	4561.0	5115.0	4069.0	11258.0	3617.0	1957.0	1869.0	1053718.0	1567589.916258
sub-3554	1912.0	5628.0	1193.0	3277.0	2861.0	2175.0	18924.0	4048.0	4415.0	3687.0	9863.0	4210.0	1953.0	1402.0	1047717.0	1563271.478061
sub-3555	2816.0	6702.0	1286.0	4065.0	3355.0	2387.0	24413.0	6221.0	8283.0	5827.0	16940.0	5055.0	1621.0	1450.0	1409698.0	1898035.479902
sub-3563	1913.0	6053.0	1080.0	3689.0	3537.0	2329.0	25698.0	4657.0	4488.0	4523.0	11993.0	4484.0	1871.0	2632.0	1153953.0	1657344.013656
sub-3565	2066.0	6380.0	1375.0	4044.0	3407.0	2424.0	21293.0	4503.0	5232.0	5613.0	14863.0	4836.0	1856.0	1245.0	1259027.0	1783763.889443
sub-3569	2073.0	6122.0	1102.0	3158.0	3025.0	2016.0	16055.0	3785.0	5138.0	3969.0	11502.0	3311.0	1669.0	2171.0	1036115.0	1373078.549832
sub-3570	2340.0	7452.0	1282.0	3656.0	3310.0	2464.0	22612.0	4758.0	6881.0	6898.0	17444.0	4125.0	2107.0	1850.0	1315000.0	1948132.126488
sub-3571	1771.0	4636.0	1171.0	3201.0	3216.0	2386.0	20002.0	5360.0	6849.0	4988.0	12365.0	4510.0	2181.0	2470.0	1258630.0	1814170.330641
sub-3572	1609.0	4833.0	957.0	2862.0	2585.0	1782.0	18543.0	3899.0	6436.0	3954.0	11213.0	3113.0	1546.0	1453.0	992492.0	1307872.862664
sub-3600	1623.0	4762.0	1053.0	3009.0	2672.0	2110.0	18874.0	4044.0	5547.0	3791.0	12213.0	4286.0	1777.0	1503.0	1146450.0	1472714.691638
sub-3610	2335.0	6418.0	988.0	3485.0	3072.0	2000.0	20942.0	4613.0	5616.0	3825.0	11117.0	3842.0	2233.0	2128.0	1165035.0	1578057.312215
sub-3611	1931.0	6522.0	948.0	3188.0	3370.0	1872.0	21878.0	5000.0	7107.0	4855.0	14169.0	3898.0	1703.0	1589.0	1189372.0	1582941.090089
sub-3613	2033.0	5953.0	1248.0	3747.0	3211.0	2668.0	19571.0	4596.0	5703.0	3899.0	11015.0	3509.0	1637.0	1101.0	1138758.0	1507659.161024
sub-3614	1539.0	5010.0	1051.0	2786.0	2788.0	2155.0	15960.0	4391.0	4886.0	4743.0	12349.0	3722.0	2149.0	2022.0	1066798.0	1466464.757419
sub-3615	2038.0	7045.0	1221.0	3453.0	3651.0	2735.0	23174.0	4836.0	9030.0	5009.0	16186.0	4331.0	1973.0	1463.0	1320493.0	1809552.194087
sub-3620	1926.0	5902.0	1124.0	3286.0	2764.0	2235.0	16445.0	4040.0	4868.0	4477.0	11227.0	3208.0	2081.0	1825.0	1115627.0	1567630.667703
sub-3624	2083.0	7131.0	1213.0	3356.0	3584.0	2688.0	19605.0	3876.0	4740.0	4064.0	12909.0	3895.0	2051.0	2074.0	1242054.0	1711917.308748
sub-3627	1990.0	6202.0	1363.0	3637.0	2589.0	2418.0	18874.0	3867.0	5727.0	4504.0	12767.0	3784.0	1959.0	1497.0	1271922.0	1720225.095575
sub-3635	2194.0	7456.0	1267.0	3459.0	3405.0	2564.0	21550.0	4915.0	5955.0	3396.0	11502.0	5030.0	1716.0	1996.0	1374248.0	1806403.207425
sub-3636	1989.0	6227.0	1092.0	3149.0	3288.0	2119.0	18245.0	3746.0	6529.0	5346.0	11869.0	3689.0	2039.0	1597.0	1178026.0	1608406.835235
sub-3637	1689.0	5903.0	969.0	3421.0	2656.0	1888.0	18857.0	3505.0	4609.0	3405.0	10428.0	3073.0	1762.0	2119.0	1043490.0	1385031.814016
sub-3750	1934.0	7057.0	1269.0	3853.0	2994.0	2368.0	19981.0	5696.0	5172.0	5711.0	13929.0	4157.0	1977.0	2290.0	1242495.0	1829108.11521
sub-3756	1695.0	5943.0	1105.0	3311.0	3213.0	2333.0	19735.0	4189.0	5729.0	5191.0	12022.0	3560.0	2234.0	1935.0	1166395.0	1697443.460501
sub-3759	1458.0	5290.0	938.0	2546.0	2875.0	2026.0	18967.0	3547.0	4870.0	3627.0	10212.0	2279.0	1777.0	1839.0	980833.0	1324377.2585
sub-3765	1809.0	5179.0	980.0	2660.0	2625.0	1984.0	14693.0	2945.0	3917.0	3769.0	9451.0	2453.0	1669.0	1196.0	956163.0	1331668.716072
sub-3767	1695.0	5550.0	1077.0	3220.0	2691.0	1810.0	16593.0	4922.0	6985.0	4751.0	13251.0	4354.0	2372.0	2715.0	1111458.0	1482417.752735
sub-3768	2197.0	6745.0	1187.0	3491.0	3286.0	2397.0	18754.0	4449.0	5974.0	4538.0	12087.0	3745.0	1790.0	1735.0	1189090.0	1711851.854273
sub-3769	1966.0	6595.0	1202.0	3491.0	2664.0	2294.0	16532.0	3755.0	4400.0	3674.0	11264.0	3682.0	1727.0	1356.0	1023165.0	1459153.628129
sub-3779	2122.0	6326.0	1326.0	3772.0	3675.0	2735.0	21497.0	4553.0	6559.0	3967.0	11013.0	4298.0	2256.0	3504.0	1258053.0	1843564.689981
sub-3803	1475.0	4737.0	1059.0	3031.0	2599.0	1960.0	16921.0	4755.0	5694.0	3251.0	9498.0	3034.0	2131.0	2525.0	1034002.0	1477757.991102
sub-3804	1931.0	5906.0	1159.0	3300.0	2693.0	2207.0	17006.0	3801.0	4055.0	5102.0	13068.0	3658.0	2032.0	1739.0	1079216.0	1446506.161759
sub-3805	1636.0	5327.0	974.0	2889.0	2958.0	2162.0	16740.0	3559.0	4696.0	4660.0	10620.0	3520.0	1806.0	1839.0	1008751.0	1325217.218464
sub-3806	1572.0	5744.0	1047.0	2809.0	2834.0	2113.0	16706.0	3342.0	3777.0	3542.0	10148.0	3222.0	1740.0	1483.0	1001668.0	1378852.94245
sub-3807	1691.0	5595.0	1142.0	2681.0	2905.0	2293.0	17565.0	3264.0	4839.0	3639.0	11737.0	3429.0	1352.0	1420.0	1131902.0	1534058.391503
sub-3809	2022.0	5409.0	1021.0	3149.0	2938.0	2072.0	20527.0	4416.0	5153.0	5607.0	14189.0	3883.0	2084.0	1912.0	1100745.0	1513447.66005
sub-3811	2712.0	6876.0	1086.0	3721.0	2877.0	1759.0	21874.0	3784.0	4318.0	4292.0	12896.0	3872.0	2059.0	2501.0	1159948.0	1743581.168357
sub-3812	1872.0	5377.0	1120.0	3094.0	2958.0	2065.0	16427.0	3511.0	3566.0	3836.0	10196.0	2832.0	1672.0	1834.0	966198.0	1332014.751895
sub-3813	1518.0	5365.0	1103.0	2943.0	3067.0	2424.0	17848.0	3606.0	4010.0	3899.0	11151.0	3534.0	1818.0	1656.0	1069694.0	1533309.06124
sub-3816	1782.0	5666.0	1016.0	3047.0	3177.0	2030.0	19586.0	4416.0	5731.0	4859.0	12655.0	3885.0	2293.0	1797.0	1120506.0	1594274.388073
sub-3817	1666.0	5287.0	950.0	2752.0	3027.0	2091.0	18252.0	3947.0	6637.0	4493.0	11805.0	2941.0	2266.0	1667.0	1069093.0	1531423.721927
sub-3850	1806.0	6065.0	1161.0	3147.0	2846.0	2174.0	18330.0	3892.0	4677.0	3997.0	12042.0	2936.0	2183.0	2441.0	1005951.0	1397323.809416
sub-3851	1808.0	5082.0	1065.0	3396.0	2987.0	2316.0	17774.0	4791.0	4751.0	3253.0	9651.0	2766.0	1666.0	1387.0	993699.0	1373455.793974
sub-3852	1762.0	5785.0	1150.0	3345.0	2953.0	2364.0	20005.0	4813.0	4741.0	2472.0	8383.0	3511.0	1659.0	1356.0	1066095.0	1627827.556423
sub-3853	1838.0	5745.0	1065.0	3112.0	2998.0	2189.0	18133.0	2954.0	4194.0	4073.0	11067.0	3510.0	1787.0	1432.0	1105642.0	1484430.061982
sub-3854	1867.0	6893.0	977.0	3502.0	2896.0	1965.0	20584.0	3537.0	6408.0	5850.0	14046.0	3660.0	2082.0	2707.0	1246268.0	1639679.40429
sub-3855	1897.0	5231.0	1000.0	2908.0	2912.0	2005.0	16573.0	3456.0	5921.0	4055.0	10710.0	3508.0	2093.0	2132.0	1070266.0	1490168.9519
sub-3857	1513.0	4676.0	1167.0	2747.0	2823.0	2160.0	15905.0	3338.0	4484.0	3749.0	10254.0	2609.0	1471.0	1572.0	923704.0	1224845.801009
sub-3859	2284.0	5984.0	1248.0	3389.0	2683.0	2341.0	15106.0	4178.0	5133.0	3592.0	12925.0	3731.0	1765.0	1411.0	1093625.0	1496401.414663
sub-4004	1777.0	5305.0	960.0	3195.0	3286.0	1900.0	19444.0	3668.0	4321.0	4562.0	12439.0	3879.0	1693.0	1446.0	986114.0	1402578.950185
sub-4010	1456.0	4515.0	1104.0	2972.0	3192.0	2213.0	19604.0	4430.0	4058.0	4194.0	10897.0	3133.0	1584.0	1481.0	1070106.0	1453692.080473
sub-4018	1540.0	5982.0	1061.0	2805.0	1931.0	1651.0	16721.0	3478.0	6453.0	3529.0	10607.0	3105.0	1493.0	1255.0	1050746.0	1469438.251191
sub-4032	1837.0	5769.0	1052.0	3378.0	2911.0	2013.0	17388.0	3795.0	4548.0	4558.0	11108.0	3254.0	1915.0	2205.0	991489.0	1345939.570579
sub-4067	2170.0	5914.0	1148.0	3786.0	3557.0	2146.0	21746.0	4114.0	6282.0	3562.0	10139.0	3835.0	1471.0	1283.0	1123070.0	1598247.41092
sub-4085	1639.0	4298.0	1016.0	2702.0	2733.0	2124.0	16680.0	3758.0	5060.0	3782.0	12019.0	3687.0	1884.0	2106.0	985185.0	1449533.278444
sub-4139	2000.0	8237.0	1211.0	3869.0	2520.0	2318.0	17090.0	3393.0	4488.0	4189.0	9896.0	3277.0	2150.0	2204.0	1004334.0	1543326.123461
